window,variant,CAGR,AnnReturn,AnnVol,Sharpe,MaxDD,UlcerIndex,TotalReturn
2002-01-02_2005-09-28,sma200_3in_0out,0.08890737348752098,0.09002095034852134,0.09842637702229323,0.6098055436392502,-0.12641723414938336,4.565416997386428,1.3753791644687299
2002-01-02_2005-09-28,baseline_buyhold,-0.006779749695368431,0.03009153219787118,0.2722665648915389,0.0003361859650583265,-0.5185985787891755,24.15122053208672,0.9748646418364376
2001-06-27_2017-07-09,"set_[100, 200]__x100_0_200_0",0.0801734349898684,0.08060789519377065,0.08335141910412715,0.6071629702014852,-0.11445626444695628,4.91571786163788,3.4347558951612833
2001-06-27_2017-07-09,"set_[100, 200]__x100_0_200_1",0.07840053242147271,0.0807953775585085,0.10292965787016002,0.4934960302946312,-0.13711230404958477,6.861932547077114,3.3456576403290077
2001-06-27_2017-07-09,"set_[100, 200]__x100_1_200_0",0.07544600803491686,0.07802342028470144,0.10268943919957091,0.4676568560411626,-0.1495537129646662,6.7995364711438135,3.201973913818853
2001-06-27_2017-07-09,"set_[100, 200]__x100_1_200_1",0.07266146302866172,0.0782109026494393,0.12682230967749972,0.3801452817886401,-0.1778288059118733,8.859600994632057,3.0718701339162373
2001-06-27_2017-07-09,"set_[100, 200, 221]__x100_0_200_0_221_0",0.08247656066106268,0.08284746615095784,0.08463425407511067,0.6244217158699964,-0.10643418982520908,4.734726905294195,3.5538248394732035
2001-06-27_2017-07-09,"set_[100, 200, 221]__x100_0_200_0_221_1",0.08612279347029994,0.08693837580949124,0.09281684304853072,0.6134487442082052,-0.12809978942184508,5.720816007654529,3.75027268680228
2001-06-27_2017-07-09,"set_[100, 200, 221]__x100_0_200_1_221_0",0.08150802261053403,0.08297245439411642,0.09590418161466059,0.552347702699323,-0.14406880658297552,5.765743165442927,3.503288682088568
2001-06-27_2017-07-09,"set_[100, 200, 221]__x100_0_200_1_221_1",0.08433041882677239,0.0870633640526498,0.1102648168448121,0.5175119832916552,-0.16005025700915404,7.243546840006286,3.652466657014443
2001-06-27_2017-07-09,"set_[100, 200, 221]__x100_1_200_0_221_0",0.07954738246119164,0.08112448287824503,0.0955605385867373,0.5349957590689064,-0.13439081194199387,6.053032853915653,3.4030422388210977
2001-06-27_2017-07-09,"set_[100, 200, 221]__x100_1_200_0_221_1",0.08262766370671337,0.08521539253677843,0.1077436565075781,0.5124700082263766,-0.1592132890981578,7.0592264018231585,3.5617704166520334
2001-06-27_2017-07-09,"set_[100, 200, 221]__x100_1_200_1_221_0",0.07812690074695894,0.08124947112140361,0.10957753836880393,0.46770051494416526,-0.16205175464275026,7.082202861582335,3.332100706752617
2001-06-27_2017-07-09,"set_[100, 200, 221]__x100_1_200_1_221_1",0.08038406421415045,0.085340380779937,0.1264627387399123,0.4376022639660839,-0.18027937748311654,8.557896753365558,3.445487786123991
2001-06-27_2017-07-09,sma100_3in_1out,0.06196184513561742,0.06947166827492965,0.1365965990684813,0.2889652344502438,-0.20339485812318622,9.483807040810674,2.6166317966281136
2001-06-27_2017-07-09,sma100_3in_0out,0.072203583489862,0.07464061809306807,0.09909503220748625,0.45048290614204634,-0.13947945120862354,5.903958480043486,3.0509568826682196
2001-06-27_2017-07-09,sma200_3in_1out,0.08111650670106019,0.08695013702394894,0.1336226836186845,0.4262011170683118,-0.2190377195071136,9.399375386448252,3.483052115533561
2001-06-27_2017-07-09,sma200_3in_0out,0.08551950161557165,0.08657517229447322,0.09484027924209985,0.5965310598680666,-0.1603227006357935,6.2086117986445695,3.717081479187101
2001-06-27_2017-07-09,baseline_buyhold,0.08182416642620582,0.1061349684328147,0.23453579959295365,0.32461981737947904,-0.5610503804720754,19.20672362131136,3.519709819996148
2008-12-31_2023-10-27,"set_[100, 200]__x100_0_200_0",0.09357813532522163,0.09288844018360239,0.08259651973181589,0.7613933418477677,-0.1438388258679937,3.6660755501966436,3.7613808743940615
2008-12-31_2023-10-27,"set_[100, 200]__x100_0_200_1",0.10020314282891762,0.10149373251966881,0.10922750986659881,0.6545396174185897,-0.13711230404958558,4.877008307915372,4.113330651534476
2008-12-31_2023-10-27,"set_[100, 200]__x100_1_200_0",0.10467002921914537,0.1053389522188803,0.10724785266765083,0.7024751577297061,-0.14507583700579277,4.766188337493726,4.36770999417964
2008-12-31_2023-10-27,"set_[100, 200]__x100_1_200_1",0.11062683470033097,0.11394424455494673,0.1339055570992319,0.6268914179023886,-0.16747432893020306,6.41077036586085,4.729800128300991
2008-12-31_2023-10-27,"set_[100, 200, 221]__x100_0_200_0_221_0",0.09234040285126777,0.09191652071986206,0.08452851630924217,0.7324926950491409,-0.14932230754486017,4.120749797033875,3.6988240733469664
2008-12-31_2023-10-27,"set_[100, 200, 221]__x100_0_200_0_221_1",0.10240654860762444,0.10238744276065564,0.09862285284698974,0.7339824459647553,-0.13264734085844457,4.38412901476334,4.237031222044327
2008-12-31_2023-10-27,"set_[100, 200, 221]__x100_0_200_1_221_0",0.09702770017473439,0.09765338227723967,0.10021713115429225,0.6750680397454394,-0.11529431191771566,4.388390024151996,3.9409725693652105
2008-12-31_2023-10-27,"set_[100, 200, 221]__x100_0_200_1_221_1",0.10620228406098153,0.10812430431803328,0.11959678504601784,0.6532308062292227,-0.1600502570091547,5.83195815769634,4.458295233385611
