variant,CAGR,AnnReturn,AnnVol,Sharpe,Sharpe_noRF,MaxDD,UlcerIndex,TotalMultiple,TotalReturn,sharpe_wins,cagr_wins,sharpe_win_share,cagr_win_share,beats_baseline_Sharpe_count,beats_baseline_Sharpe_share,mean_excess_Sharpe_over_baseline,beats_baseline_CAGR_count,beats_baseline_CAGR_share,mean_excess_CAGR_over_baseline
"set_[100, 150, 200]__x100_2_150_2_200_1",0.09022804809418061,0.09350281580215168,0.11901524772126348,0.7856372825533876,0.7856372825533876,-0.18116543453124492,7.187671458151986,8.211282385551538,7.211282385551538,1.0,0.0,1.0,0.0,1,1.0,0.19291344949725386,0,0.0,-0.017590015178082785
"set_[100, 200, 250]__x100_1_200_2_250_1",0.08871416027754786,0.09189572047453712,0.11717099721765979,0.7842872609834439,0.7842872609834439,-0.17378430542367573,7.189895934932997,7.937840677711743,6.937840677711743,1.0,0.0,1.0,0.0,1,1.0,0.19156342792731018,0,0.0,-0.019103902994715538
"set_[100, 200, 250]__x100_1_200_1_250_1",0.08804157902117637,0.09118735516076952,0.11640138773153975,0.7833871823854698,0.7833871823854698,-0.16645846734417566,7.187192211493233,7.819179073211562,6.819179073211562,1.0,0.0,1.0,0.0,1,1.0,0.19066334932933604,0,0.0,-0.019776484251087023
"set_[100, 200, 250]__x100_1_200_1_250_2",0.08788153970357082,0.09110234201542372,0.1169330324743135,0.7790984299961266,0.7790984299961266,-0.1699046258117245,7.181831884554389,7.791195364486809,6.791195364486809,1.0,0.0,1.0,0.0,1,1.0,0.1863745969399928,0,0.0,-0.019936523568692577
sma250_3in_2out,0.09578042831691902,0.09969926312206706,0.1279861585677444,0.7789847295814821,0.7789847295814821,-0.22341062301898348,8.241254882591385,9.293567396783699,8.293567396783699,1.0,0.0,1.0,0.0,1,1.0,0.18626089652534839,0,0.0,-0.012037634955344378
sma200_3in_3out,0.09585478413869364,0.09980107606000668,0.1282528078580694,0.7781589949317232,0.7781589949317232,-0.208138819467994,8.228274592966088,9.308949920674333,8.308949920674333,1.0,0.0,1.0,0.0,1,1.0,0.1854351618755895,0,0.0,-0.01196327913356976
"set_[100, 200, 250]__x100_1_200_2_250_2",0.08851627087942182,0.09181070732919133,0.11799104632722815,0.7781158841033574,0.7781158841033574,-0.18196282748680617,7.20715339298073,7.902749491287875,6.902749491287875,1.0,0.0,1.0,0.0,1,1.0,0.18539205104722367,0,0.0,-0.019301792392841577
sma250_3in_3out,0.09663739176280028,0.10088914946497099,0.13111365284257906,0.7694785956890626,0.7694785956890626,-0.21990145995696303,8.968883140360182,9.472341551611095,8.472341551611095,1.0,0.0,1.0,0.0,1,1.0,0.17675476263292889,0,0.0,-0.011180671509463114
"set_[100, 150, 200]__x100_1_150_2_200_2",0.08683038039331592,0.09025471673593642,0.11794724361893434,0.7652125981640797,0.7652125981640797,-0.1846531152572619,7.21744049226475,7.609767539037149,6.609767539037149,1.0,0.0,1.0,0.0,1,1.0,0.17248876510794597,0,0.0,-0.020987682878947478
"set_[100, 150, 200]__x100_1_150_2_200_1",0.08616164244238544,0.08954635142216878,0.11716269569060575,0.7642906378548674,0.7642906378548674,-0.18302100727842172,7.202887891373733,7.496460985722679,6.496460985722679,1.0,0.0,1.0,0.0,1,1.0,0.17156680479873365,0,0.0,-0.021656420829877954
sma150_3in_2out,0.0911612607101393,0.09503129134230226,0.12452256714022288,0.7631652119353518,0.7631652119353518,-0.2639858141936972,7.956958600793795,8.384317375720215,7.384317375720215,1.0,0.0,1.0,0.0,1,1.0,0.17044137887921806,0,0.0,-0.016656802562124096
"set_[100, 150, 200]__x100_2_150_1_200_2",0.08637875377011306,0.08988155816051717,0.11831239576105422,0.7596968819906542,0.7596968819906542,-0.2084885297623614,7.563429663769389,7.533068346304934,6.533068346304934,1.0,0.0,1.0,0.0,1,1.0,0.16697304893452047,0,0.0,-0.02143930950215034
"set_[100, 150, 200]__x100_2_150_1_200_1",0.0856942105728693,0.08917319284674956,0.11765472178570537,0.7579227717623466,0.7579227717623466,-0.20749181919498472,7.588791154138944,7.418224969226106,6.418224969226106,1.0,0.0,1.0,0.0,1,1.0,0.16519893870621283,0,0.0,-0.022123852699394098
"set_[100, 200]__x100_1_200_2",0.08449370964763148,0.08786642943275347,0.1159374098764423,0.7578781475832104,0.7578781475832104,-0.16918990947382853,7.045638303460372,7.220863578729642,6.220863578729642,1.0,0.0,1.0,0.0,1,1.0,0.16515431452707663,0,0.0,-0.02332435362463192
"set_[100, 200]__x100_1_200_1",0.0834677923908973,0.08680388146210205,0.11493673647637666,0.7552318268575788,0.7552318268575788,-0.1522724961371249,7.070705256967069,7.05620293883976,6.05620293883976,1.0,0.0,1.0,0.0,1,1.0,0.1625079938014451,0,0.0,-0.0243502708813661
"set_[100, 150, 200]__x100_1_150_1_200_2",0.08231735881626157,0.08592509378053424,0.11652340650139077,0.7374062976738386,0.7374062976738386,-0.21030311848634908,7.60127048506092,6.87584052247417,5.87584052247417,1.0,0.0,1.0,0.0,1,1.0,0.14468246461770484,0,0.0,-0.025500704456001833
sma150_3in_3out,0.09043380120610034,0.09495526611989395,0.12915967245039925,0.7351773531042308,0.7351773531042308,-0.23268569571412773,8.615444205480161,8.249136009539317,7.249136009539317,1.0,0.0,1.0,0.0,1,1.0,0.14245352004809708,0,0.0,-0.01738426206616306
"set_[100, 150, 200]__x100_1_150_1_200_1",0.08162359946563935,0.08521672846676666,0.11594872319262015,0.7349518487167827,0.7349518487167827,-0.2093110048118166,7.620998831881687,6.769220353295193,5.769220353295193,1.0,0.0,1.0,0.0,1,1.0,0.1422280156606489,0,0.0,-0.026194463806624046
sma100_3in_2out,0.08216957642655931,0.08637721664550521,0.12146087306200587,0.7111526079794402,0.7111526079794402,-0.21519098671013176,7.473844946048919,6.8529945171281295,5.8529945171281295,1.0,0.0,1.0,0.0,1,1.0,0.1184287749233065,0,0.0,-0.025648486845704088
sma100_3in_3out,0.08268801565984929,0.08752310477584989,0.12682286892765565,0.6901208395291565,0.6901208395291565,-0.2231367094853675,8.564421506834737,6.93346295301746,5.93346295301746,1.0,0.0,1.0,0.0,1,1.0,0.09739700647302274,0,0.0,-0.025130047612414108
sma150_3in_1out,0.07764027412087593,0.08204242247609585,0.12031658616922962,0.6818878850227701,0.6818878850227701,-0.3312240130742959,10.281220341352292,6.187066395258779,5.187066395258779,1.0,0.0,1.0,0.0,1,1.0,0.08916405196663635,0,0.0,-0.03017778915138747
sma100_3in_1out,0.06991312074040157,0.07450782350555649,0.11748342196048257,0.6341986151085929,0.6341986151085929,-0.22294482847954328,8.089577547238976,5.191726246250891,4.191726246250891,1.0,0.0,1.0,0.0,1,1.0,0.041474782052459136,0,0.0,-0.03790494253186183
