window_id,bucket_years,window_source,start,end,trading_days,span_years,ticker,variant,baseline_variant,strategy_cagr,strategy_annreturn,strategy_annvol,strategy_sharpe,strategy_sharpe_norf,strategy_maxdd,strategy_ulcerindex,strategy_totalmultiple,strategy_totalreturn,buyhold_cagr,buyhold_annreturn,buyhold_annvol,buyhold_sharpe,buyhold_sharpe_norf,buyhold_maxdd,buyhold_ulcerindex,buyhold_totalmultiple,buyhold_totalreturn,sharpe_delta,cagr_delta,maxdd_delta,strategy_beats_buyhold_sharpe,strategy_beats_buyhold_cagr,strategy_better_maxdd
03y_05,3,rolling,2021-10-12,2024-10-11,755,2.996031746031746,SPHQ,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.14607113537702276,0.14240641130983123,0.11005295538995058,1.2939808004723061,1.2939808004723061,-0.08703599453144421,2.897453489586508,1.5045262082608795,0.5045262082608795,0.12909030279272127,0.13639389958220838,0.1729859592338621,0.7884680362862028,0.7884680362862028,-0.2504179012924144,9.945915317740251,1.4387216920378323,0.4387216920378323,0.5055127641861034,0.016980832584301497,0.1633819067609702,1.0,1.0,1.0
03y_05,3,rolling,2021-10-12,2024-10-11,755,2.996031746031746,QQQ,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.18571339834396006,0.1815640089176842,0.14962265410498377,1.2134794025929294,1.2134794025929294,-0.1454048172997333,5.032154398564396,1.6658872783194094,0.6658872783194094,0.12126921916224576,0.1426567152953393,0.23740728318126011,0.6008944350136939,0.6008944350136939,-0.3511872183733432,16.989903117951634,1.409069579425745,0.40906957942574507,0.6125849675792355,0.0644441791817143,0.2057824010736099,1.0,1.0,1.0
03y_05,3,rolling,2021-10-12,2024-10-11,755,2.996031746031746,SCHG,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.11961219141852131,0.12531492187960094,0.15689231414638624,0.7987320638452536,0.7987320638452536,-0.25418792072244073,10.708632801014975,1.4028400098841207,0.4028400098841207,0.12901576963686545,0.14925511953205203,0.23616497693364602,0.6319951479257123,0.6319951479257123,-0.34591306711335057,17.127155540673787,1.4384371703191532,0.4384371703191532,0.16673691591954132,-0.009403578218344144,0.09172514639090984,1.0,0.0,1.0
03y_05,3,rolling,2021-10-12,2024-10-11,755,2.996031746031746,IWY,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.18094024274866838,0.1760040049274469,0.13897175799107014,1.2664731847081931,1.2664731847081931,-0.13855824622250693,4.156585567174375,1.6458761348323614,0.6458761348323614,0.13845757879685006,0.15494583873540244,0.22465977952944743,0.6896910477698249,0.6896910477698249,-0.32684424613737095,16.164516204319803,1.474779452555646,0.4747794525556459,0.5767821369383682,0.04248266395181832,0.18828599991486403,1.0,1.0,1.0
03y_05,3,rolling,2021-10-12,2024-10-11,755,2.996031746031746,SPMO,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.17634065064339177,0.1701626138370693,0.12422568251708822,1.3697861053302087,1.3697861053302087,-0.13160187090033693,5.4507433298320365,1.6267447811678386,0.6267447811678386,0.16945034648825663,0.17361839009644925,0.18459114513891564,0.9405564387489511,0.9405564387489511,-0.22736184577463187,10.566708912204392,1.5983636405113317,0.5983636405113317,0.4292296665812576,0.006890304155135141,0.09575997487429494,1.0,1.0,1.0
03y_06,3,tail,2023-03-27,2026-03-26,753,2.988095238095238,DGRO,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.09515083583002593,0.09471713985524259,0.08726775612634562,1.0853623842248428,1.0853623842248428,-0.09531040563584306,2.6873308172653756,1.3120545420535512,0.3120545420535512,0.15421738715238087,0.15044688971469752,0.11831083501065046,1.2716239362282766,1.2716239362282766,-0.14026267170346288,2.9701421124520957,1.5350457286395414,0.5350457286395414,-0.18626155200343386,-0.05906655132235494,0.04495226606761982,0.0,0.0,1.0
03y_06,3,tail,2023-03-27,2026-03-26,753,2.988095238095238,DGRW,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.08643178946145813,0.08670777788064472,0.08717549412364999,0.9946347738236866,0.9946347738236866,-0.07839747936186447,2.5180882384187355,1.281087499618955,0.28108749961895496,0.14632221117171484,0.14448464741626132,0.12587066720510895,1.1478817950557179,1.1478817950557179,-0.16215008867630584,3.331759077204218,1.5038831380962037,0.5038831380962037,-0.15324702123203127,-0.059890421710256714,0.08375260931444137,0.0,0.0,1.0
03y_06,3,tail,2023-03-27,2026-03-26,753,2.988095238095238,EQWL,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.0782767973602736,0.0804683941184864,0.10066699477401747,0.7993523030972175,0.7993523030972175,-0.1417697615426086,3.788992063869777,1.252567486135517,0.25256748613551694,0.16970856756635455,0.16521084162387775,0.12986613176122688,1.2721626445887833,1.2721626445887833,-0.1495057446151363,2.9753433990448257,1.5974326777785115,0.5974326777785115,-0.47281034149156576,-0.09143177020608095,0.007735983072527708,0.0,0.0,1.0
03y_06,3,tail,2023-03-27,2026-03-26,753,2.988095238095238,SPHQ,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.11341600286968556,0.11276548055029409,0.10310124442632909,1.0937353974507125,1.0937353974507125,-0.08480610202903537,2.4152443777110157,1.378532251611753,0.3785322516117531,0.19262051398743463,0.18593400425110432,0.13970137315469386,1.3309389883034024,1.3309389883034024,-0.16568676297278467,2.85732759890443,1.6927627142490278,0.6927627142490278,-0.23720359085268994,-0.07920451111774907,0.08088066094374931,0.0,0.0,1.0
03y_06,3,tail,2023-03-27,2026-03-26,753,2.988095238095238,QQQ,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.14506023004375823,0.1455981627100293,0.14212856006937083,1.024411720198706,1.024411720198706,-0.13557743488713117,3.533653359867101,1.4989414045646676,0.4989414045646676,0.23720133460159953,0.23189451694185384,0.19531046996129128,1.1873122674263863,1.1873122674263863,-0.2276830687630959,4.766020893880229,1.8889508538930515,0.8889508538930515,-0.16290054722768033,-0.0921411045578413,0.09210563387596474,0.0,0.0,1.0
03y_06,3,tail,2023-03-27,2026-03-26,753,2.988095238095238,SCHG,hybridL200_S20_eL3_eS2_xL2_xS1,baseline_buyhold,0.13718430124618952,0.14330988783051724,0.17217953613881345,0.8323282257827602,0.8323282257827602,-0.2339261818805866,4.807487988797709,1.468344341409523,0.46834434140952297,0.23053729513322163,0.2259634795499431,0.1925064995309993,1.1737966255708485,1.1737966255708485,-0.23392618188058595,5.093400251967819,1.8587106424838749,0.8587106424838749,-0.3414683997880883,-0.09335299388703211,-6.38378239159465e-16,0.0,0.0,0.0
