Date,A_original_cefs_ief,B_original_cefs_bil,B2_original_cefs_sgov,C_etfs_ief,D_etfs_bil,D2_etfs_sgov,E_original_cefs_6m_ief,F_original_cefs_12m_ief,G_original_cefs_3_6_12m_ief,SPY_buy_hold,CEF_equal_weight_buy_hold,ETF_equal_weight_buy_hold
2011-10-31,-0.0041311702,0.005190064,0.0055170403,-0.0109694097,-0.0016481755,-0.0013211992,-0.0041311702,0.0384354363,-0.0128642807,0.10914730282701046,0.07698624449354691,0.10954917574553016
2011-11-30,0.0131647722,0.0089804303,0.0088164059,0.0059432859,0.001758944,0.0015949196,0.0131647722,-0.0178294693,0.0077651039,-0.004063894382370203,-0.010462518753041938,-0.004763904584990569
2011-12-31,0.0172879713,0.0022489696,0.0023801139,0.0211599444,0.0061209428,0.0062520871,0.0172879713,0.0363478822,0.0331892862,0.010448310874330069,0.03634788219805529,0.015884125797686083
2012-01-31,0.054616855,0.0524074372,0.0524619804,0.0420055898,0.0420055898,0.0420055898,0.0365434689,0.0656755785,0.0656755785,0.04637473088671662,0.08374896467869847,0.04200558976858221
2012-02-29,0.0047701949,0.0047701949,0.0047701949,0.0025435751,0.0053476909,0.0052931358,0.0047701949,0.0047701949,0.0047701949,0.04340517176913994,0.004770194862137672,0.020111325190153018
2012-03-31,0.0217694792,0.0217694792,0.0217694792,0.0094677348,0.0094677348,0.0094677348,0.0217694792,0.0122050393,0.0217694792,0.03216395853520093,0.021769479233002736,0.009467734808649347
2012-04-30,0.0108306945,0.0108306945,0.0108306945,0.0058787469,0.0058787469,0.0058787469,0.0108306945,0.0108306945,0.0108306945,-0.006675820599125415,0.01083069453632951,0.005878746857327616
2012-05-31,-0.0212529234,-0.0212529234,-0.0212529234,-0.0499856047,-0.0499856047,-0.0499856047,-0.0212529234,-0.0212529234,-0.0212529234,-0.06005558211454598,-0.021252923365436577,-0.049985604658793925
2012-06-30,0.0217965219,0.0227231658,0.022832149,0.0211162434,0.0220428873,0.0221518706,0.0381823306,0.0325617993,0.0381823306,0.040581279429028116,0.03818233058182574,0.03417674752441349
2012-07-31,0.034450744,0.034450744,0.034450744,0.016638375,0.0131358084,0.0131358084,0.034450744,0.034450744,0.034450744,0.011829428390327967,0.03445074395262676,0.025490771947794477
2012-08-31,0.0006988268,0.0006988268,0.0006988268,0.0055546172,0.0058477777,0.0058477777,0.0006988268,0.0006988268,0.0006988268,0.02505258076799377,0.0006988267585960328,0.012595785376672247
2012-09-30,0.0248702088,0.0248702088,0.0248702088,0.0109039065,0.0109039065,0.0109039065,0.0248702088,0.0248702088,0.0248702088,0.02535095601832671,0.024870208828295215,0.010903906515593975
2012-10-31,-0.003561253,-0.003561253,-0.003561253,-0.0107291045,-0.0107291045,-0.0107291045,-0.003561253,-0.003561253,-0.003561253,-0.018198380614414922,-0.00356125297540269,-0.010729104463310435
2012-11-30,-0.0084909163,-0.0084909163,-0.0084909163,0.0017503319,0.0017503319,0.0017503319,-0.0084909163,-0.0084909163,-0.0084909163,0.005660069857107652,-0.008490916313193486,0.0017503318744502006
2012-12-31,-0.0066400679,-0.0066400679,-0.0066400679,-0.0040281235,-0.0016770444,-0.0016770444,-0.0066400679,-0.0066400679,-0.0066400679,0.008934247412985874,-0.006640067869594368,0.007629763899526715
2013-01-31,0.0642230121,0.0642230121,0.0642230121,0.0449352321,0.0449352321,0.0449352321,0.0642230121,0.0642230121,0.0642230121,0.051189895066560576,0.06422301209761677,0.04493523213573175
2013-02-28,0.0246857961,0.0246857961,0.0246857961,0.0086604534,0.0086604534,0.0086604534,0.0246857961,0.0246857961,0.0246857961,0.01275902377729099,0.024685796053844133,0.008660453409745361
2013-03-31,0.0146799476,0.0146799476,0.0146799476,0.0237469621,0.0230298745,0.0230298745,0.0146799476,0.0146799476,0.0146799476,0.03797119596074294,0.014679947633452567,0.019766734513877948
2013-04-30,0.0277350596,0.0238672026,0.0239218471,0.0227488164,0.0227488164,0.0227488164,0.0277350596,0.0302515196,0.0302515196,0.019212717580847416,0.030251519565775153,0.022748816391887222
2013-05-31,-0.0123288226,-0.0123288226,-0.0123288226,-0.0095513365,-0.0095513365,-0.0095513365,-0.0123288226,-0.0123288226,-0.0123288226,0.023609679965790997,-0.012328822620534696,-0.009551336516906456
2013-06-30,0.0057422309,0.0120528166,0.0121074611,-0.0203230811,-0.0140124955,-0.0139578509,0.0057422309,0.0058436059,0.0057422309,-0.013344900856820607,0.0058436059189357625,-0.0206745925413786
2013-07-31,-0.0184016207,-0.017520067,-0.017520067,0.0274477046,0.0283292584,0.0283292584,-0.0184016207,-0.0380506975,-0.0184016207,0.05167731539389031,-0.03805069754645718,0.026346596372249592
2013-08-31,-0.0169884894,-0.0098755041,-0.0098755041,-0.031082907,-0.0275264143,-0.0275264143,-0.0367745647,-0.0367745647,-0.0169884894,-0.029992708308073657,-0.03234848182317884,-0.03181555510355527
2013-09-30,0.0193238063,0.0099835709,0.0100928839,0.0224281158,0.0130878804,0.0131971934,0.0193238063,0.0193238063,0.0193238063,0.031646568992917956,0.02060914676107567,0.028899179176246514
